날짜,품목,규격,최저가,최저가_지역,최고가,최고가_지역,가격차이,차이비율(%),금주평균가
2018-01-04,가루비누,"세탁용세제(LG테크),가루형,3.0kg",7021,사하구,8175,사하구,1154,16.44%,"7,598"
2018-01-04,간장,오복왕표 0.9ℓ 1병,6390,사하구,6677,사하구,287,4.49%,"6,534"
2018-01-04,달걀,오경슈퍼란60g정도 10개,2780,사하구,2990,사하구,210,7.55%,"2,885"
2018-01-04,닭고기,육계 1.0㎏,5909,사하구,5990,사하구,81,1.37%,"5,950"
2018-01-04,대파,1.0㎏,3257,사하구,3750,사하구,493,15.14%,"3,504"
2018-01-04,돼지고기,삼겹살 500g,8950,사하구,9450,사하구,500,5.59%,"9,200"
2018-01-04,두부,500g 판두부(국산포장두부 420g) 1모,4365,사하구,4410,사하구,45,1.03%,"4,388"
2018-01-04,라면,신라면 120g 1봉지,676,사하구,678,사하구,2,0.3%,677
2018-01-04,맥주,하이트 500㎖ 1병,1420,사하구,1460,사하구,40,2.82%,"1,440"
2018-01-04,무,2.0㎏ 1개,1150,사하구,1280,사하구,130,11.3%,"1,215"
2018-01-04,밀가루,백설표 중력분1등2.5㎏,3430,사하구,3990,사하구,560,16.33%,"3,710"
2018-01-04,밀감,100g 정도10개,2996,사하구,3966,사하구,970,32.38%,"3,481"
2018-01-04,배,600g 정도 신고 10개,19800,사하구,23000,사하구,3200,16.16%,"21,400"
2018-01-04,배추,2.0㎏ 1포기,2500,사하구,2680,사하구,180,7.2%,"2,590"
2018-01-04,부엌용세제,참그린1.4㎏1봉리필용,5989,사하구,6521,사하구,532,8.88%,"6,255"
2018-01-04,분말커피,맥심 스틱(커피믹스) 모카골드 100T,13780,사하구,14900,사하구,1120,8.13%,"14,340"
2018-01-04,사과,300g정도 부사 10개,9983,사하구,13799,사하구,3816,38.22%,"11,891"
2018-01-04,사이다,칠성 PET병 1.5ℓ,1658,사하구,2316,사하구,658,39.69%,"1,987"
2018-01-04,설탕,백설표 정백당 1㎏,1580,사하구,1990,사하구,410,25.95%,"1,785"
2018-01-04,소주,시원소주 360㎖ 1병,1190,사하구,1190,사하구,0,0.0%,"1,190"
2018-01-04,쇠고기,한우등심 1등급 500g,44950,사하구,46000,사하구,1050,2.34%,"45,475"
2018-01-04,식용유,백설표콩기름1.8ℓ,6950,사하구,7689,사하구,739,10.63%,"7,320"
2018-01-04,쌀,정미포장미 20㎏,42800,사하구,49900,사하구,7100,16.59%,"46,350"
2018-01-04,양파,1.0㎏-잎없는것,2186,사하구,2660,사하구,474,21.68%,"2,423"
2018-01-04,우유,부산우유 200㎖ 종이팩,730,사하구,730,사하구,0,0.0%,730
2018-01-04,참기름,오뚜기 320㎖ 1병,6990,사하구,7250,사하구,260,3.72%,"7,120"
2018-01-04,커피크림,동서 500g 리필용,2490,사하구,2600,사하구,110,4.42%,"2,545"
2018-01-04,콜라,코카콜라 PET병 1.8ℓ,2590,사하구,2980,사하구,390,15.06%,"2,785"
2018-01-04,화장지,뽀삐플러스30m×30롤(3겹),12040,사하구,16900,사하구,4860,40.37%,"14,470"
