날짜,품목,규격,최저가,최저가_지역,최고가,최고가_지역,가격차이,차이비율(%),금주평균가
2018-01-04,가루비누,"세탁용세제(LG테크),가루형,3.0kg",6500,북구,8175,북구,1675,25.77%,"7,338"
2018-01-04,간장,오복왕표 0.9ℓ 1병,5200,북구,6350,북구,1150,22.12%,"5,775"
2018-01-04,고등어,30㎝정도 500g 1마리,3222,북구,3450,북구,228,7.08%,"3,336"
2018-01-04,달걀,오경슈퍼란60g정도 10개,2780,북구,3060,북구,280,10.07%,"2,920"
2018-01-04,닭고기,육계 1.0㎏,6750,북구,8100,북구,1350,20.0%,"7,425"
2018-01-04,대파,1.0㎏,2780,북구,3260,북구,480,17.27%,"3,020"
2018-01-04,돼지고기,삼겹살 500g,9200,북구,10900,북구,1700,18.48%,"10,050"
2018-01-04,두부,500g 판두부(국산포장두부 420g) 1모,3780,북구,4365,북구,585,15.48%,"4,073"
2018-01-04,라면,신라면 120g 1봉지,676,북구,680,북구,4,0.59%,678
2018-01-04,맥주,하이트 500㎖ 1병,1410,북구,1460,북구,50,3.55%,"1,435"
2018-01-04,무,2.0㎏ 1개,1280,북구,2760,북구,1480,115.62%,"2,020"
2018-01-04,밀가루,백설표 중력분1등2.5㎏,3430,북구,3430,북구,0,0.0%,"3,430"
2018-01-04,밀감,100g 정도10개,3200,북구,3750,북구,550,17.19%,"3,475"
2018-01-04,배,600g 정도 신고 10개,15000,북구,19095,북구,4095,27.3%,"17,048"
2018-01-04,배추,2.0㎏ 1포기,2280,북구,2680,북구,400,17.54%,"2,480"
2018-01-04,부엌용세제,참그린1.4㎏1봉리필용,3880,북구,4620,북구,740,19.07%,"4,250"
2018-01-04,분말커피,맥심 스틱(커피믹스) 모카골드 100T,13780,북구,13850,북구,70,0.51%,"13,815"
2018-01-04,사과,300g정도 부사 10개,12000,북구,15571,북구,3571,29.76%,"13,786"
2018-01-04,사이다,칠성 PET병 1.5ℓ,2316,북구,2450,북구,134,5.79%,"2,383"
2018-01-04,설탕,백설표 정백당 1㎏,1580,북구,1630,북구,50,3.16%,"1,605"
2018-01-04,소주,시원소주 360㎖ 1병,1190,북구,1200,북구,10,0.84%,"1,195"
2018-01-04,쇠고기,한우등심 1등급 500g,31400,북구,46000,북구,14600,46.5%,"38,700"
2018-01-04,식용유,백설표콩기름1.8ℓ,6950,북구,6980,북구,30,0.43%,"6,965"
2018-01-04,쌀,정미포장미 20㎏,42800,북구,48000,북구,5200,12.15%,"45,400"
2018-01-04,양파,1.0㎏-잎없는것,2190,북구,2980,북구,790,36.07%,"2,585"
2018-01-04,우유,부산우유 200㎖ 종이팩,730,북구,730,북구,0,0.0%,730
2018-01-04,참기름,오뚜기 320㎖ 1병,6750,북구,6980,북구,230,3.41%,"6,865"
2018-01-04,커피크림,동서 500g 리필용,2390,북구,2450,북구,60,2.51%,"2,420"
2018-01-04,콜라,코카콜라 PET병 1.8ℓ,2380,북구,2750,북구,370,15.55%,"2,565"
