날짜,품목,규격,최저가,최저가_지역,최고가,최고가_지역,가격차이,차이비율(%),금주평균가
2022-01-20,가루비누,"세탁용세제(LG테크),가루형,3.0kg",7416,해운대구,13425,해운대구,6009,81.03%,"9,672"
2022-01-20,간장,오복왕표 0.9ℓ 1병,6829,해운대구,7250,해운대구,421,6.16%,"7,020"
2022-01-20,갈치,60cm정도 500g 1마리(냉동),11148,해운대구,13692,해운대구,2544,22.82%,"12,724"
2022-01-20,달걀,오경슈퍼란60g정도 10개,3450,해운대구,4980,해운대구,1530,44.35%,"4,143"
2022-01-20,닭고기,육계 1.0㎏,5980,해운대구,8223,해운대구,2243,37.51%,"7,028"
2022-01-20,대파,1.0㎏,2643,해운대구,2990,해운대구,347,13.13%,"2,851"
2022-01-20,돼지고기,삼겹살 500g,9900,해운대구,18450,해운대구,8550,86.36%,"13,083"
2022-01-20,두부,500g 판두부(국산포장두부 420g) 1모,5194,해운대구,5620,해운대구,426,8.2%,"5,336"
2022-01-20,라면,신라면 120g 1봉지,736,해운대구,736,해운대구,0,0.0%,736
2022-01-20,맥주,하이트 500㎖ 1병,1410,해운대구,1650,해운대구,240,17.02%,"1,500"
2022-01-20,무,2.0㎏ 1개,1500,해운대구,2483,해운대구,983,65.53%,"1,874"
2022-01-20,밀가루,백설표 중력분1등2.5㎏,3880,해운대구,4090,해운대구,210,5.41%,"3,957"
2022-01-20,밀감,100g 정도10개,3630,해운대구,4681,해운대구,1051,28.95%,"4,007"
2022-01-20,배,600g 정도 신고 10개,31952,해운대구,37684,해운대구,5732,17.94%,"34,872"
2022-01-20,배추,2.0㎏ 1포기,2370,해운대구,3261,해운대구,891,37.59%,"2,826"
2022-01-20,부엌용세제,참그린1.4㎏1봉리필용,3383,해운대구,3733,해운대구,350,10.35%,"3,527"
2022-01-20,분말커피,맥심 스틱(커피믹스) 모카골드 100T,14980,해운대구,14980,해운대구,0,0.0%,"14,980"
2022-01-20,사과,300g정도 부사 10개,11538,해운대구,25361,해운대구,13823,119.8%,"18,050"
2022-01-20,사이다,칠성 PET병 1.5ℓ,2566,해운대구,2680,해운대구,114,4.44%,"2,604"
2022-01-20,설탕,백설표 정백당 1㎏,1780,해운대구,1790,해운대구,10,0.56%,"1,783"
2022-01-20,소주,시원소주 360㎖ 1병,1280,해운대구,1310,해운대구,30,2.34%,"1,297"
2022-01-20,쇠고기,한우등심 1등급 500g,44500,해운대구,92950,해운대구,48450,108.88%,"68,450"
2022-01-20,식용유,백설표콩기름1.8ℓ,5580,해운대구,8180,해운대구,2600,46.59%,"6,647"
2022-01-20,쌀,정미포장미 20㎏,50800,해운대구,53900,해운대구,3100,6.1%,"52,867"
2022-01-20,양파,1.0㎏-잎없는것,1353,해운대구,2493,해운대구,1140,84.26%,"2,019"
2022-01-20,오징어,25cm정도 500g 2마리(냉동),5772,해운대구,11000,해운대구,5228,90.58%,"8,003"
2022-01-20,우유,부산우유 200㎖ 종이팩,860,해운대구,880,해운대구,20,2.33%,871
2022-01-20,참기름,오뚜기 320㎖ 1병,7980,해운대구,9290,해운대구,1310,16.42%,"8,617"
2022-01-20,커피크림,동서 500g 리필용,2225,해운대구,2550,해운대구,325,14.61%,"2,375"
2022-01-20,콜라,코카콜라 PET병 1.8ℓ,2780,해운대구,4140,해운대구,1360,48.92%,"3,273"
2022-01-20,화장지,뽀삐플러스30m×30롤(3겹),10453,해운대구,26040,해운대구,15587,149.12%,"19,464"
2022-04-21,가루비누,"세탁용세제(LG테크),가루형,3.0kg",6583,해운대구,8925,해운대구,2342,35.58%,"7,407"
2022-04-21,간장,오복왕표 0.9ℓ 1병,6829,해운대구,7780,해운대구,951,13.93%,"7,186"
