날짜,품목,규격,최저가,최저가_지역,최고가,최고가_지역,가격차이,차이비율(%),금주평균가
2020-01-02,가루비누,"세탁용세제(LG테크),가루형,3.0kg",6742,사하구,12675,부산진구,5933,88.0%,"7,084"
2020-01-02,간장,오복왕표 0.9ℓ 1병,5200,동래구,11900,사상구,6700,128.85%,"6,050"
2020-01-02,갈치,60cm정도 500g 1마리(냉동),4000,북구,12580,해운대구,8580,214.5%,"6,950"
2020-01-02,고등어,30㎝정도 500g 1마리,3125,북구,6218,사상구,3093,98.98%,"3,313"
2020-01-02,달걀,오경슈퍼란60g정도 10개,2500,북구,2990,사하구,490,19.6%,"2,740"
2020-01-02,닭고기,육계 1.0㎏,4200,동래구,8880,사상구,4680,111.43%,"5,590"
2020-01-02,대파,1.0㎏,2743,해운대구,3873,남구,1130,41.2%,"3,066"
2020-01-02,돼지고기,삼겹살 500g,6400,동래구,11500,남구,5100,79.69%,"7,100"
2020-01-02,두부,500g 판두부(국산포장두부 420g) 1모,1500,북구,4879,해운대구,3379,225.27%,"3,016"
2020-01-02,라면,신라면 120g 1봉지,676,남구,3380,사상구,2704,400.0%,676
2020-01-02,맥주,하이트 500㎖ 1병,1400,사상구,1540,남구,140,10.0%,"1,405"
2020-01-02,무,2.0㎏ 1개,2350,해운대구,5760,남구,3410,145.11%,"3,511"
2020-01-02,밀가루,백설표 중력분1등2.5㎏,2690,사상구,3790,사하구,1100,40.89%,"2,885"
2020-01-02,밀감,100g 정도10개,1980,사상구,4663,해운대구,2683,135.51%,"2,390"
2020-01-02,배,600g 정도 신고 10개,14234,해운대구,43300,해운대구,29066,204.2%,"30,153"
2020-01-02,배추,2.0㎏ 1포기,2632,사상구,5990,사하구,3358,127.58%,"2,828"
2020-01-02,부엌용세제,참그린1.4㎏1봉리필용,3115,해운대구,6930,남구,3815,122.47%,"3,583"
2020-01-02,분말커피,맥심 스틱(커피믹스) 모카골드 100T,10900,사상구,15900,사하구,5000,45.87%,"12,850"
2020-01-02,사과,300g정도 부사 10개,9540,사상구,22134,해운대구,12594,132.01%,"12,338"
2020-01-02,사이다,칠성 PET병 1.5ℓ,1816,남구,2820,동래구,1004,55.29%,"2,253"
2020-01-02,설탕,백설표 정백당 1㎏,1580,남구,1790,동래구,210,13.29%,"1,630"
2020-01-02,소주,시원소주 360㎖ 1병,1190,남구,1380,사상구,190,15.97%,"1,220"
2020-01-02,쇠고기,한우등심 1등급 500g,27500,동래구,63500,남구,36000,130.91%,"40,250"
2020-01-02,식용유,백설표콩기름1.8ℓ,4180,해운대구,7908,사하구,3728,89.19%,"5,987"
2020-01-02,쌀,정미포장미 20㎏,47900,동래구,59900,사하구,12000,25.05%,"50,950"
2020-01-02,양파,1.0㎏-잎없는것,1136,동래구,3480,부산진구,2344,206.34%,"1,968"
2020-01-02,오징어,25cm정도 500g 2마리(냉동),5980,남구,9350,사상구,3370,56.35%,"6,161"
2020-01-02,우유,부산우유 200㎖ 종이팩,796,남구,800,해운대구,4,0.5%,796
2020-01-02,참기름,오뚜기 320㎖ 1병,5650,해운대구,7980,남구,2330,41.24%,"6,973"
2020-01-02,커피크림,동서 500g 리필용,2350,해운대구,3290,남구,940,40.0%,"2,465"
2020-01-02,콜라,코카콜라 PET병 1.8ℓ,2490,남구,3576,해운대구,1086,43.61%,"2,490"
2020-01-02,화장지,뽀삐플러스30m×30롤(3겹),12980,동래구,27300,해운대구,14320,110.32%,"14,377"
2020-04-02,가루비누,"세탁용세제(LG테크),가루형,3.0kg",5175,해운대구,12675,부산진구,7500,144.93%,"8,175"
2020-04-02,간장,오복왕표 0.9ℓ 1병,5200,북구,11900,사상구,6700,128.85%,"5,775"
2020-04-02,갈치,60cm정도 500g 1마리(냉동),6000,북구,18015,부산진구,12015,200.25%,"9,400"
2020-04-02,고등어,30㎝정도 500g 1마리,3125,사하구,7744,부산진구,4619,147.81%,"5,058"
2020-04-02,달걀,오경슈퍼란60g정도 10개,2500,북구,3290,부산진구,790,31.6%,"2,740"
2020-04-02,닭고기,육계 1.0㎏,3980,해운대구,8990,사상구,5010,125.88%,"5,382"
2020-04-02,대파,1.0㎏,1428,사하구,2500,동래구,1072,75.07%,"1,952"
2020-04-02,돼지고기,삼겹살 500g,6900,동래구,14450,부산진구,7550,109.42%,"7,950"
2020-04-02,두부,500g 판두부(국산포장두부 420g) 1모,1500,북구,4879,해운대구,3379,225.27%,"3,016"
2020-04-02,라면,신라면 120g 1봉지,676,남구,3380,사상구,2704,400.0%,676
2020-04-02,맥주,하이트 500㎖ 1병,1410,남구,1540,남구,130,9.22%,"1,475"
2020-04-02,무,2.0㎏ 1개,1280,북구,3380,부산진구,2100,164.06%,"1,693"
2020-04-02,밀가루,백설표 중력분1등2.5㎏,2790,사상구,3790,사하구,1000,35.84%,"2,935"
2020-04-02,밀감,100g 정도10개,6660,사상구,11237,사하구,4577,68.72%,"7,720"
2020-04-02,배,600g 정도 신고 10개,18000,북구,45201,북구,27201,151.12%,"31,601"
2020-04-02,배추,2.0㎏ 1포기,2268,남구,4990,사하구,2722,120.02%,"2,624"
2020-04-02,부엌용세제,참그린1.4㎏1봉리필용,3136,북구,6230,남구,3094,98.66%,"3,208"
2020-04-02,분말커피,맥심 스틱(커피믹스) 모카골드 100T,12900,사하구,14800,사상구,1900,14.73%,"13,340"
2020-04-02,사과,300g정도 부사 10개,9990,해운대구,22134,해운대구,12144,121.56%,"15,002"
2020-04-02,사이다,칠성 PET병 1.5ℓ,1816,남구,2690,남구,874,48.13%,"2,253"
2020-04-02,설탕,백설표 정백당 1㎏,1580,남구,1790,동래구,210,13.29%,"1,630"
2020-04-02,소주,시원소주 360㎖ 1병,1190,남구,1380,사상구,190,15.97%,"1,220"
2020-04-02,쇠고기,한우등심 1등급 500g,47375,사상구,69000,남구,21625,45.65%,"48,663"
2020-04-02,식용유,백설표콩기름1.8ℓ,3980,북구,7908,사하구,3928,98.69%,"5,480"
2020-04-02,쌀,정미포장미 20㎏,47900,남구,62900,해운대구,15000,31.32%,"48,850"
2020-04-02,양파,1.0㎏-잎없는것,1592,해운대구,4450,사상구,2858,179.52%,"2,235"
2020-04-02,오징어,25cm정도 500g 2마리(냉동),5000,사하구,11320,해운대구,6320,126.4%,"6,300"
2020-04-02,우유,부산우유 200㎖ 종이팩,796,남구,800,해운대구,4,0.5%,796
2020-04-02,참기름,오뚜기 320㎖ 1병,4380,북구,8980,남구,4600,105.02%,"5,640"
2020-04-02,커피크림,동서 500g 리필용,2350,해운대구,3290,남구,940,40.0%,"2,465"
2020-04-02,콜라,코카콜라 PET병 1.8ℓ,2650,동래구,3434,해운대구,784,29.58%,"2,975"
2020-04-02,화장지,뽀삐플러스30m×30롤(3겹),12434,사하구,24720,남구,12286,98.81%,"13,467"
2020-07-02,가루비누,"세탁용세제(LG테크),가루형,3.0kg",6675,해운대구,11925,부산진구,5250,78.65%,"7,425"
2020-07-02,간장,오복왕표 0.9ℓ 1병,5200,북구,11900,사상구,6700,128.85%,"5,775"
2020-07-02,갈치,60cm정도 500g 1마리(냉동),6500,북구,15586,해운대구,9086,139.78%,"9,438"
2020-07-02,고등어,30㎝정도 500g 1마리,4375,사하구,9640,해운대구,5265,120.34%,"4,683"
2020-07-02,달걀,오경슈퍼란60g정도 10개,2350,해운대구,3290,부산진구,940,40.0%,"2,773"
2020-07-02,닭고기,육계 1.0㎏,4280,해운대구,10990,사상구,6710,156.78%,"5,582"
2020-07-02,대파,1.0㎏,2580,북구,3700,동래구,1120,43.41%,"3,030"
2020-07-02,돼지고기,삼겹살 500g,9400,동래구,17450,부산진구,8050,85.64%,"10,500"
2020-07-02,두부,500g 판두부(국산포장두부 420g) 1모,1500,북구,4879,해운대구,3379,225.27%,"3,016"
2020-07-02,라면,신라면 120g 1봉지,676,남구,3380,사상구,2704,400.0%,676
2020-07-02,맥주,하이트 500㎖ 1병,1410,남구,1540,남구,130,9.22%,"1,475"
2020-07-02,무,2.0㎏ 1개,1000,동래구,3380,부산진구,2380,238.0%,"1,230"
2020-07-02,밀가루,백설표 중력분1등2.5㎏,2890,사상구,3790,사하구,900,31.14%,"2,985"
2020-07-02,밀감,100g 정도10개,6990,사상구,11650,사하구,4660,66.67%,"7,720"
2020-07-02,배,600g 정도 신고 10개,19632,남구,42129,남구,22497,114.59%,"30,881"
2020-07-02,배추,2.0㎏ 1포기,2780,남구,4590,동래구,1810,65.11%,"3,135"
2020-07-02,부엌용세제,참그린1.4㎏1봉리필용,3146,해운대구,6930,남구,3784,120.28%,"3,460"
2020-07-02,분말커피,맥심 스틱(커피믹스) 모카골드 100T,12500,동래구,15900,사하구,3400,27.2%,"13,140"
2020-07-02,사과,300g정도 부사 10개,13726,해운대구,28781,해운대구,15055,109.68%,"19,828"
2020-07-02,사이다,칠성 PET병 1.5ℓ,1824,사하구,2690,남구,866,47.48%,"2,070"
2020-07-02,설탕,백설표 정백당 1㎏,1580,동래구,1790,동래구,210,13.29%,"1,685"
2020-07-02,소주,시원소주 360㎖ 1병,1190,남구,1380,사상구,190,15.97%,"1,220"
2020-07-02,쇠고기,한우등심 1등급 500g,37900,해운대구,79950,해운대구,42050,110.95%,"58,117"
2020-07-02,식용유,백설표콩기름1.8ℓ,3980,북구,8376,사상구,4396,110.45%,"5,480"
2020-07-02,쌀,정미포장미 20㎏,47900,북구,59900,해운대구,12000,25.05%,"50,950"
2020-07-02,양파,1.0㎏-잎없는것,1192,해운대구,4480,부산진구,3288,275.84%,"1,659"
2020-07-02,오징어,25cm정도 500g 2마리(냉동),3602,북구,10698,해운대구,7096,197.0%,"5,301"
2020-07-02,우유,부산우유 200㎖ 종이팩,796,남구,800,해운대구,4,0.5%,796
2020-07-02,참기름,오뚜기 320㎖ 1병,5980,북구,8980,남구,3000,50.17%,"6,440"
2020-07-02,커피크림,동서 500g 리필용,2350,해운대구,3290,남구,940,40.0%,"2,465"
2020-07-02,콜라,코카콜라 PET병 1.8ℓ,2650,북구,3816,해운대구,1166,44.0%,"2,650"
2020-07-02,화장지,뽀삐플러스30m×30롤(3겹),10266,사하구,26900,부산진구,16634,162.03%,"12,083"
2020-10-15,가루비누,"세탁용세제(LG테크),가루형,3.0kg",5175,사상구,14850,해운대구,9675,186.96%,"8,550"
2020-10-15,간장,오복왕표 0.9ℓ 1병,5200,북구,11900,사상구,6700,128.85%,"5,775"
2020-10-15,갈치,60cm정도 500g 1마리(냉동),5000,북구,18000,북구,13000,260.0%,"11,500"
2020-10-15,고등어,30㎝정도 500g 1마리,2683,해운대구,5990,사하구,3307,123.26%,"3,637"
2020-10-15,달걀,오경슈퍼란60g정도 10개,2650,북구,3290,부산진구,640,24.15%,"2,815"
2020-10-15,닭고기,육계 1.0㎏,4280,동래구,9680,사상구,5400,126.17%,"6,190"
2020-10-15,대파,1.0㎏,3490,사상구,6458,남구,2968,85.04%,"4,233"
2020-10-15,돼지고기,삼겹살 500g,8900,동래구,16950,부산진구,8050,90.45%,"9,400"
2020-10-15,두부,500g 판두부(국산포장두부 420g) 1모,1500,북구,4879,해운대구,3379,225.27%,"3,016"
2020-10-15,라면,신라면 120g 1봉지,676,남구,3380,사상구,2704,400.0%,676
2020-10-15,맥주,하이트 500㎖ 1병,1410,남구,1540,남구,130,9.22%,"1,475"
2020-10-15,무,2.0㎏ 1개,2084,해운대구,5980,부산진구,3896,186.95%,"3,401"
2020-10-15,밀가루,백설표 중력분1등2.5㎏,3080,남구,3790,사하구,710,23.05%,"3,185"
2020-10-15,밀감,100g 정도10개,2700,동래구,9992,남구,7292,270.07%,"5,150"
2020-10-15,배,600g 정도 신고 10개,17784,해운대구,47400,사하구,29616,166.53%,"27,622"
2020-10-15,배추,2.0㎏ 1포기,3980,남구,8990,사하구,5010,125.88%,"4,186"
2020-10-15,부엌용세제,참그린1.4㎏1봉리필용,2893,해운대구,6930,부산진구,4037,139.54%,"3,180"
2020-10-15,분말커피,맥심 스틱(커피믹스) 모카골드 100T,12500,동래구,14990,사상구,2490,19.92%,"13,140"
2020-10-15,사과,300g정도 부사 10개,11976,사하구,32475,남구,20499,171.17%,"12,978"
2020-10-15,사이다,칠성 PET병 1.5ℓ,1816,남구,2790,남구,974,53.63%,"2,303"
2020-10-15,설탕,백설표 정백당 1㎏,1580,동래구,1790,남구,210,13.29%,"1,685"
