날짜,품목,규격,최저가,최저가_지역,최고가,최고가_지역,가격차이,차이비율(%),금주평균가
2023-04-13,가루비누,"세탁용세제(LG테크),가루형,3.0kg",10425,북구,10900,북구,475,4.56%,"10,663"
2023-04-13,간장,오복왕표 0.9ℓ 1병,5800,북구,6980,북구,1180,20.34%,"6,390"
2023-04-13,갈치,60cm정도 500g 1마리(냉동),6500,북구,12375,북구,5875,90.38%,"9,438"
2023-04-13,고등어,30㎝정도 500g 1마리,4990,북구,5500,북구,510,10.22%,"5,245"
2023-04-13,달걀,오경슈퍼란60g정도 10개,3900,북구,3933,북구,33,0.85%,"3,917"
2023-04-13,닭고기,육계 1.0㎏,9158,북구,11400,북구,2242,24.48%,"10,279"
2023-04-13,대파,1.0㎏,2280,북구,3490,북구,1210,53.07%,"2,885"
2023-04-13,돼지고기,삼겹살 500g,9950,북구,13400,북구,3450,34.67%,"11,675"
2023-04-13,두부,500g 판두부(국산포장두부 420g) 1모,1500,북구,5194,북구,3694,246.27%,"3,347"
2023-04-13,라면,신라면 120g 1봉지,820,북구,820,북구,0,0.0%,820
2023-04-13,맥주,하이트 500㎖ 1병,1550,북구,1580,북구,30,1.94%,"1,565"
2023-04-13,무,2.0㎏ 1개,990,북구,1480,북구,490,49.49%,"1,235"
2023-04-13,밀가루,백설표 중력분1등2.5㎏,4600,북구,4750,북구,150,3.26%,"4,675"
2023-04-13,배,600g 정도 신고 10개,18000,북구,21800,북구,3800,21.11%,"19,900"
2023-04-13,배추,2.0㎏ 1포기,3290,북구,4580,북구,1290,39.21%,"3,935"
2023-04-13,부엌용세제,참그린1.4㎏1봉리필용,3990,북구,6611,북구,2621,65.69%,"5,301"
2023-04-13,분말커피,맥심 스틱(커피믹스) 모카골드 100T,15900,북구,16480,북구,580,3.65%,"16,190"
2023-04-13,사과,300g정도 부사 10개,16000,북구,22200,북구,6200,38.75%,"19,100"
2023-04-13,사이다,칠성 PET병 1.5ℓ,2816,북구,3380,북구,564,20.03%,"3,098"
2023-04-13,설탕,백설표 정백당 1㎏,1980,북구,1980,북구,0,0.0%,"1,980"
2023-04-13,소주,시원소주 360㎖ 1병,1380,북구,1390,북구,10,0.72%,"1,385"
2023-04-13,쇠고기,한우등심 1등급 500g,34900,북구,56900,북구,22000,63.04%,"45,900"
2023-04-13,식용유,백설표콩기름1.8ℓ,8480,북구,8480,북구,0,0.0%,"8,480"
2023-04-13,쌀,정미포장미 20㎏,43800,북구,44900,북구,1100,2.51%,"44,350"
2023-04-13,양파,1.0㎏-잎없는것,2980,북구,3140,북구,160,5.37%,"3,060"
2023-04-13,오징어,25cm정도 500g 2마리(냉동),7980,북구,10264,북구,2284,28.62%,"9,122"
2023-04-13,우유,부산우유 200㎖ 종이팩,870,북구,930,북구,60,6.9%,900
2023-04-13,참기름,오뚜기 320㎖ 1병,7580,북구,8680,북구,1100,14.51%,"8,130"
2023-04-13,커피크림,동서 500g 리필용,2650,북구,3000,북구,350,13.21%,"2,825"
2023-04-13,콜라,코카콜라 PET병 1.8ℓ,3730,북구,3730,북구,0,0.0%,"3,730"
2023-04-13,화장지,뽀삐플러스30m×30롤(3겹),13609,북구,15500,북구,1891,13.9%,"14,555"
