날짜,품목,규격,최저가,최저가_지역,최고가,최고가_지역,가격차이,차이비율(%),금주평균가
2017-04-13,가루비누,"세탁용세제(LG테크),가루형,3.0kg",7425,북구,8900,북구,1475,19.87%,"8,163"
2017-04-13,간장,오복왕표 0.9ℓ 1병,5200,북구,6250,북구,1050,20.19%,"5,725"
2017-04-13,고등어,30㎝정도 500g 1마리,4200,북구,4800,북구,600,14.29%,"4,500"
2017-04-13,달걀,오경슈퍼란60g정도 10개,2980,북구,3960,북구,980,32.89%,"3,470"
2017-04-13,닭고기,육계 1.0㎏,7810,북구,9028,북구,1218,15.6%,"8,419"
2017-04-13,대파,1.0㎏,2780,북구,4685,북구,1905,68.53%,"3,733"
2017-04-13,돼지고기,삼겹살 500g,8400,북구,10450,북구,2050,24.4%,"9,425"
2017-04-13,두부,500g 판두부(국산포장두부 420g) 1모,3480,북구,4365,북구,885,25.43%,"3,923"
2017-04-13,라면,신라면 120g 1봉지,676,북구,680,북구,4,0.59%,678
2017-04-13,맥주,하이트 500㎖ 1병,1410,북구,1460,북구,50,3.55%,"1,435"
2017-04-13,무,2.0㎏ 1개,1580,북구,4759,북구,3179,201.2%,"3,170"
2017-04-13,밀가루,백설표 중력분1등2.5㎏,3430,북구,3500,북구,70,2.04%,"3,465"
2017-04-13,배,600g 정도 신고 10개,16000,북구,36994,북구,20994,131.21%,"26,497"
2017-04-13,배추,2.0㎏ 1포기,2538,북구,3980,북구,1442,56.82%,"3,259"
2017-04-13,부엌용세제,참그린1.4㎏1봉리필용,3250,북구,3500,북구,250,7.69%,"3,375"
2017-04-13,분말커피,맥심 스틱(커피믹스) 모카골드 100T,13850,북구,14500,북구,650,4.69%,"14,175"
2017-04-13,사과,300g정도 부사 10개,12000,북구,14295,북구,2295,19.12%,"13,148"
2017-04-13,사이다,칠성 PET병 1.5ℓ,2316,북구,2450,북구,134,5.79%,"2,383"
2017-04-13,설탕,백설표 정백당 1㎏,1590,북구,1630,북구,40,2.52%,"1,610"
2017-04-13,소주,시원소주 360㎖ 1병,1190,북구,1200,북구,10,0.84%,"1,195"
2017-04-13,쇠고기,한우등심 1등급 500g,29400,북구,40500,북구,11100,37.76%,"34,950"
2017-04-13,식용유,백설표콩기름1.8ℓ,4950,북구,6950,북구,2000,40.4%,"5,950"
2017-04-13,쌀,정미포장미 20㎏,27800,북구,45000,북구,17200,61.87%,"36,400"
2017-04-13,양파,1.0㎏-잎없는것,3110,북구,3980,북구,870,27.97%,"3,545"
2017-04-13,우유,부산우유 200㎖ 종이팩,730,북구,730,북구,0,0.0%,730
2017-04-13,참기름,오뚜기 320㎖ 1병,6750,북구,6980,북구,230,3.41%,"6,865"
2017-04-13,커피크림,동서 500g 리필용,2390,북구,2450,북구,60,2.51%,"2,420"
2017-04-13,콜라,코카콜라 PET병 1.8ℓ,2750,북구,2980,북구,230,8.36%,"2,865"
2017-04-13,화장지,뽀삐플러스30m×30롤(3겹),13906,북구,19560,북구,5654,40.66%,"16,733"
