날짜,품목,규격,최저가,최저가_지역,최고가,최고가_지역,가격차이,차이비율(%),금주평균가
2024-01-11,가루비누,"세탁용세제(LG테크),가루형,3.0kg",7460,동래구,9375,동래구,1915,25.67%,"8,418"
2024-01-11,간장,오복왕표 0.9ℓ 1병,7500,동래구,8350,동래구,850,11.33%,"7,925"
2024-01-11,갈치,60cm정도 500g 1마리(냉동),8370,동래구,19800,동래구,11430,136.56%,"14,085"
2024-01-11,고등어,30㎝정도 500g 1마리,4900,동래구,4980,동래구,80,1.63%,"4,940"
2024-01-11,달걀,오경슈퍼란60g정도 10개,3990,동래구,4600,동래구,610,15.29%,"4,295"
2024-01-11,닭고기,육계 1.0㎏,7916,동래구,9990,동래구,2074,26.2%,"8,953"
2024-01-11,대파,1.0㎏,5200,동래구,6100,동래구,900,17.31%,"5,650"
2024-01-11,돼지고기,삼겹살 500g,8820,동래구,11510,동래구,2690,30.5%,"10,165"
2024-01-11,두부,500g 판두부(국산포장두부 420g) 1모,2707,동래구,6160,동래구,3453,127.56%,"4,434"
2024-01-11,라면,신라면 120g 1봉지,780,동래구,780,동래구,0,0.0%,780
2024-01-11,맥주,하이트 500㎖ 1병,1660,동래구,1680,동래구,20,1.2%,"1,670"
2024-01-11,무,2.0㎏ 1개,840,동래구,1630,동래구,790,94.05%,"1,235"
2024-01-11,밀가루,백설표 중력분1등2.5㎏,4600,동래구,4980,동래구,380,8.26%,"4,790"
2024-01-11,밀감,100g 정도10개,2980,동래구,6120,동래구,3140,105.37%,"4,550"
2024-01-11,배,600g 정도 신고 10개,35600,동래구,38315,동래구,2715,7.63%,"36,958"
2024-01-11,배추,2.0㎏ 1포기,2100,동래구,3430,동래구,1330,63.33%,"2,765"
2024-01-11,부엌용세제,참그린1.4㎏1봉리필용,7900,동래구,9540,동래구,1640,20.76%,"8,720"
2024-01-11,분말커피,맥심 스틱(커피믹스) 모카골드 100T,16480,동래구,18400,동래구,1920,11.65%,"17,440"
2024-01-11,사과,300g정도 부사 10개,23200,동래구,28800,동래구,5600,24.14%,"26,000"
2024-01-11,사이다,칠성 PET병 1.5ℓ,2320,동래구,2980,동래구,660,28.45%,"2,650"
2024-01-11,설탕,백설표 정백당 1㎏,2380,동래구,2680,동래구,300,12.61%,"2,530"
2024-01-11,소주,시원소주 360㎖ 1병,1330,동래구,1340,동래구,10,0.75%,"1,335"
2024-01-11,쇠고기,한우등심 1등급 500g,31500,동래구,59900,동래구,28400,90.16%,"45,700"
2024-01-11,식용유,백설표콩기름1.8ℓ,8480,동래구,8480,동래구,0,0.0%,"8,480"
2024-01-11,쌀,정미포장미 20㎏,54900,동래구,62000,동래구,7100,12.93%,"58,450"
2024-01-11,양파,1.0㎏-잎없는것,1625,동래구,3260,동래구,1635,100.62%,"2,443"
2024-01-11,오징어,25cm정도 500g 2마리(냉동),8166,동래구,10500,동래구,2334,28.58%,"9,333"
2024-01-11,우유,부산우유 200㎖ 종이팩,934,동래구,1040,동래구,106,11.35%,987
2024-01-11,참기름,오뚜기 320㎖ 1병,10600,동래구,10600,동래구,0,0.0%,"10,600"
2024-01-11,커피크림,동서 500g 리필용,3000,동래구,3300,동래구,300,10.0%,"3,150"
2024-01-11,콜라,코카콜라 PET병 1.8ℓ,2600,동래구,3980,동래구,1380,53.08%,"3,290"
2024-01-11,화장지,뽀삐플러스30m×30롤(3겹),14840,동래구,16884,동래구,2044,13.77%,"15,862"
2024-04-11,가루비누,"세탁용세제(LG테크),가루형,3.0kg",8625,동래구,10450,동래구,1825,21.16%,"9,538"
2024-04-11,간장,오복왕표 0.9ℓ 1병,7500,동래구,8350,동래구,850,11.33%,"7,925"
